,Date (MM/DD/YYYY),Layer,Recipe,Wafer Type,Site,1,2,3,4,5,6,7,8,9,Max Etch Rate,Min Etch Rate,Etch Rate (A/Min),% Uni,STDEV,Result,Employee Code,Lot ID,M'MENT TOOL,Remarks,LSL,USL,LCL,UCL,% Uni USL,% Uni UCL
727,,,,ATZP91,Post,4971.33,4881.48,4887.65,4854.05,4990.13,5007.86,4868.14,4860.59,4994.73,,,,,,,,,,,,,,,,
728,,,,ATZP91,"∆ /Time=ERÅ/Min
",3889.4799999999996,4079.84,4114.0,4060.1000000000004,3872.8999999999996,3730.4000000000015,4043.699999999999,4132.42,3995.4400000000005,,,,,,,,,,,,,,,,
735,2018-11-26,TEOS,ME-ER,ATZP91,Pre,4978.78,4889.56,4896.01,4863.05,4996.44,5014.53,4876.81,4869.54,5001.38,4203.82,3802.8199999999997,4079.6324999999997,5.008343075247545,138.312900312526,Pass,1340,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
736,,,,ATZP91,Post,3004.46,2815.36,2800.63,2787.51,3020.03,3113.12,2809.95,2767.63,2974.56,,,,,,,,,,,,,,,,
737,,,,ATZP91,"∆ /Time=ERÅ/Min
",,4148.400000000001,4190.76,4151.08,3952.819999999999,3802.8199999999997,4133.720000000001,4203.82,4053.6400000000003,,,,,,,,,,,,,,,,
744,2018-12-04,TEOS,ME-ER,ATZP91,Pre,3014.44,2824.75,2809.7,2796.58,3029.4,3122.74,2818.95,2776.59,2984.27,4172.0,3780.1199999999994,4031.8911111111106,4.927994044355475,128.71646052899868,Pass,74,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
745,,,,ATZP91,Post,1048.16,768.26,736.5,747.53,1070.7,1232.68,779.58,690.59,959.91,,,,,,,,,,,,,,,,
746,,,,ATZP91,"∆ /Time=ERÅ/Min
",3932.56,4112.98,4146.4,4098.1,3917.4,3780.1199999999994,4078.74,4172.0,4048.7200000000003,,,,,,,,,,,,,,,,
753,2018-12-11,TEOS,ME-ER,ATZP91,Pre,6871.08,6876.74,6922.42,6869.47,6875.27,6883.21,6901.27,6913.18,6974.11,3797.34,3534.58,3708.5244444444447,3.583781601545028,90.47911735740131,Pass,1340/121,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
754,,,,ATZP91,Post,5050.88,4992.38,5030.14,4991.51,5067.85,5115.92,5025.33,5014.51,5109.87,,,,,,,,,,,,,,,,
755,,,,ATZP91,"∆ /Time=ERÅ/Min
",3640.3999999999996,3768.7199999999993,3784.5599999999995,3755.92,3614.84,3534.58,3751.880000000001,3797.34,3728.4799999999996,,,,,,,,,,,,,,,,
762,2018-12-17,TEOS,ME-ER,ATZP91,Pre,6849.0,6830.0,6874.0,6838.0,6903.0,6872.0,6863.0,6866.0,6956.0,3836.0,3614.0,3762.4444444444443,2.9798657718120807,78.61156262139804,Pass,1340,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
763,,,,ATZP91,Post,5008.0,4926.0,4959.0,4933.0,5055.0,5065.0,4960.0,4948.0,5066.0,,,,,,,,,,,,,,,,
764,,,,ATZP91,"∆ /Time=ERÅ/Min
",3682.0,3808.0,3830.0,3810.0,3696.0,3614.0,3806.0,3836.0,3780.0,,,,,,,,,,,,,,,,
771,2018-12-26,TEOS,ME-ER,ATZP91,Pre,5018.34,4937.29,4968.3,4942.92,5064.83,5074.83,4969.81,4958.44,5075.38,3854.1399999999994,3564.76,3754.486666666667,3.900578252840707,97.11178095368793,Pass,74,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
772,,,,ATZP91,Post,3190.58,3035.89,3053.67,3034.87,3223.27,3292.45,3071.3,3031.37,3181.55,,,,,,,,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
773,,,,ATZP91,"∆ /Time=ERÅ/Min
",3655.5200000000004,3802.8,3829.26,3816.1000000000004,3683.12,3564.76,3797.0200000000004,3854.1399999999994,3787.66,,,,,,,,,,,,,,,,
780,2018-12-31,TEOS,ME-ER,ATZP91,Pre,3197.81,3042.46,3060.52,3041.89,3231.15,3300.36,3078.05,3038.16,3189.25,3834.24,3628.26,3771.1600000000003,2.76020100502512,70.73596327185138,Pass,121,Q19010023.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
781,,,,ATZP91,Post,1350.41,1143.73,1146.55,1137.44,1365.42,1486.23,1176.56,1121.04,1282.05,,,,,,,,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
782,,,,ATZP91,"∆ /Time=ERÅ/Min
",3694.7999999999997,3797.46,3827.94,3808.8999999999996,3731.46,3628.26,3802.9800000000005,3834.24,3814.4,,,,,,,,,,,,,,,,
789,2019-01-11,TEOS,ME-ER,ATZP91,Pre,6939.81,6922.94,6939.67,6890.16,6970.1,6913.96,6895.81,6925.93,7019.46,3749.1400000000012,3473.2000000000007,3653.406666666667,3.82064538639832,91.45612718674982,Pass,74,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
790,,,,ATZP91,Post,5155.21,5070.25,5075.22,5036.94,5179.31,5177.36,5052.92,5051.36,5178.94,,,,,,,,,,,,,,,,
791,,,,ATZP91,"∆ /Time=ERÅ/Min
",3569.2000000000007,3705.379999999999,3728.8999999999996,3706.4400000000005,3581.58,3473.2000000000007,3685.7800000000007,3749.1400000000012,3681.040000000001,,,,,,,,,,,,,,,,
798,2019-01-15,TEOS,ME-ER,ATZP91,Pre,5160.83,5075.62,5080.17,5042.2,5184.54,5182.7,5058.43,5056.38,5184.52,3845.2800000000007,3563.3999999999996,3749.4644444444452,3.804726348013425,94.30098609120672,Pass,1159,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
799,,,,ATZP91,Post,3321.24,3172.78,3167.34,3140.79,3355.33,3401.0,3163.16,3133.74,3297.42,,,,,,,,,,,,,,,,
800,,,,ATZP91,"∆ /Time=ERÅ/Min
",3679.1800000000003,3805.6799999999994,3825.66,3802.8199999999997,3658.42,3563.3999999999996,3790.540000000001,3845.2800000000007,3774.2000000000007,,,,,,,,,,,,,,,,
807,2019-01-21,TEOS,ME-ER,ATZP91,Pre,3329.62,3180.47,3175.09,3148.09,3363.15,3409.82,3170.93,3141.27,3305.73,3891.4600000000005,3657.7000000000003,3825.886666666667,3.0965034520396997,80.48858490494145,Pass,1428,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
808,,,,ATZP91,Post,1447.07,1242.52,1229.36,1218.54,1483.3,1580.97,1240.04,1196.09,1369.79,,,,,,,,,,,,,,,,
809,,,,ATZP91,"∆ /Time=ERÅ/Min
",3765.1,3875.8999999999996,3891.4600000000005,3859.1000000000004,3759.7000000000003,3657.7000000000003,3861.7799999999997,3890.36,3871.88,,,,,,,,,,,,,,,,
816,2019-01-24,TEOS,ME-ER,ATZP91,Pre,6929.83,6937.99,6957.14,6895.84,6938.07,6881.99,6901.4,6941.57,7005.33,3811.5,3536.2999999999993,3714.937777777778,3.745338740847611,92.705022757343,Pass,1340,Q19040110.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
817,,,,ATZP91,Post,5118.41,5057.74,5060.37,5010.05,5117.1,5113.84,5025.03,5035.82,5133.58,,,,,,,,,,,,,,,,
818,,,,ATZP91,"∆ /Time=ERÅ/Min
",3622.84,3760.5,3793.540000000001,3771.58,3641.9399999999987,3536.2999999999993,3752.74,3811.5,3743.5,,,,,,,,,,,,,,,,
825,2019-01-28,TEOS,ME-ER,ATZP91,Pre,5118.41,5057.74,5060.37,5010.05,5117.1,5113.84,5025.03,5035.82,5133.58,3885.7599999999993,3599.46,3787.2111111111103,3.824870878878634,94.61428650640357,Pass,1340,Q19050030.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
826,,,,ATZP91,Post,3262.07,3137.22,3129.12,3090.11,3266.58,3314.11,3113.16,3092.94,3224.18,,,,,,,,,,,,,,,,
827,,,,ATZP91,"∆ /Time=ERÅ/Min
",3712.6799999999994,3841.04,3862.5,3839.88,3701.040000000001,3599.46,3823.74,3885.7599999999993,3818.8,,,,,,,,,,,,,,,,
834,2019-02-01,TEOS,ME-ER,ATZP91,Pre,3269.02,3143.67,3135.49,3096.0,3273.08,3321.21,3119.42,3098.94,3230.45,3875.06,3647.84,3806.8244444444445,3.020377779845536,75.93819248426784,Pass,1159,Q19050104.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
835,,,,ATZP91,Post,1389.52,1217.71,1201.06,1178.52,1403.46,1497.29,1202.75,1161.41,1304.85,,,,,,,,,,,,,,,,
836,,,,ATZP91,"∆ /Time=ERÅ/Min
",3759.0,3851.92,3868.8599999999997,3834.96,3739.24,3647.84,3833.34,3875.06,3851.2,,,,,,,,,,,,,,,,
843,2019-02-07,TEOS,ME-ER,ATZP91,Pre,6845.34,6831.55,6876.31,6837.8,6889.62,6867.8,6863.99,6867.53,6950.11,3808.7000000000007,3579.040000000001,3730.031111111111,3.1086638132906654,82.5713867578394,Pass,1340,Q19060090.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
844,,,,ATZP91,Post,5021.13,4944.96,4971.96,4945.7,5062.12,5078.28,4972.71,4964.77,5083.28,,,,,,,,,,,,,,,,
845,,,,ATZP91,"∆ /Time=ERÅ/Min
",3648.42,3773.1800000000003,3808.7000000000007,3784.2000000000007,3655.0,3579.040000000001,3782.5599999999995,3805.5199999999986,3733.66,,,,,,,,,,,,,,,,
852,2019-02-11,TEOS,ME-ER,ATZP91,Pre,5027.67,4952.79,4979.0,4953.25,5068.36,5084.84,4979.67,4971.65,5089.4,3912.5199999999995,3645.16,3817.602222222222,3.537593547226129,91.91932138807309,Pass,1159,Q19070030.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
853,,,,ATZP91,Post,3167.62,3022.0,3032.09,3015.38,3196.82,3262.26,3049.06,3015.39,3166.8,,,,,,,,,,,,,,,,
854,,,,ATZP91,"∆ /Time=ERÅ/Min
",3720.1000000000004,3861.58,3893.8199999999997,3875.74,3743.079999999999,3645.16,3861.2200000000003,3912.5199999999995,3845.199999999999,,,,,,,,,,,,,,,,
861,2019-02-14,TEOS,ME-ER,ATZP91,Pre,3167.62,3022.0,3032.09,3015.38,3196.82,3262.26,3049.06,3015.39,3166.8,3810.56,3611.5600000000004,3748.013333333334,2.6811746509083596,66.79743108831624,Pass,121,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
862,,,,ATZP91,Post,1328.67,1139.41,1130.22,1125.12,1339.13,1456.48,1162.08,1110.11,1270.14,,,,,,,,,,,,,,,,
863,,,,ATZP91,"∆ /Time=ERÅ/Min
",3677.8999999999996,3765.18,3803.7400000000002,3780.5200000000004,3715.38,3611.5600000000004,3773.96,3810.56,3793.32,,,,,,,,,,,,,,,,
870,2019-02-18,TEOS,ME-ER,ATZP91,Pre,6831.48,6810.46,6822.97,6777.55,6717.69,6773.31,6797.6,6844.34,6871.12,3890.2800000000007,3617.300000000001,3792.1311111111113,3.636058490219212,102.28929959243445,Pass,1428,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
871,,,,ATZP91,Post,4979.11,4880.13,4879.97,4851.43,4882.73,4964.66,4870.68,4899.2,4974.02,,,,,,,,,,,,,,,,
872,,,,ATZP91,"∆ /Time=ERÅ/Min
",3704.74,3860.66,3886.0,3852.24,3669.92,3617.300000000001,3853.84,3890.2800000000007,3794.199999999999,,,,,,,,,,,,,,,,
879,2019-02-21,TEOS,ME-ER,ATZP91,Pre,4984.86,4889.7,4889.24,4861.38,4890.85,4970.73,4880.14,4907.94,4981.17,3918.7599999999993,3642.699999999999,3823.268888888889,3.650882237028305,102.82517693206144,Pass,1428,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
880,,,,ATZP91,Post,3121.23,2940.37,2932.23,2915.83,3032.02,3149.38,2937.37,2948.56,3074.31,,,,,,,,,,,,,,,,
881,,,,ATZP91,"∆ /Time=ERÅ/Min
",3727.2599999999993,3898.66,3914.0199999999995,3891.1000000000004,3717.6600000000008,3642.699999999999,3885.540000000001,3918.7599999999993,3813.7200000000003,,,,,,,,,,,,,,,,
888,2019-02-25,TEOS,ME-ER,ATZP91,Pre,3134.87,2954.5,2944.49,2925.52,3040.59,3160.65,2948.81,2960.1,3087.13,3909.8999999999996,3627.36,3812.255555555555,3.7485770691206026,100.9323817106376,Pass,,Q19090022.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
889,,,,ATZP91,Post,1281.11,1019.99,994.32,987.19,1179.06,1346.97,1012.78,1005.15,1174.94,,,,,,,,,,,,,,,,
890,,,,ATZP91,"∆ /Time=ERÅ/Min
",3707.52,3869.02,3900.3399999999992,3876.66,3723.0600000000004,3627.36,3872.06,3909.8999999999996,3824.38,,,,,,,,,,,,,,,,
897,2019-02-28,TEOS,ME-ER,ATZP91,Pre,6899.66,6867.25,6889.77,6846.95,6808.74,6878.9,6869.11,6903.36,6937.64,3907.34,3640.4399999999987,3809.9444444444434,3.53613910315353,96.75445766359995,Pass,121/1335,Q19090090.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
898,,,,ATZP91,Post,5034.52,4929.45,4940.93,4914.39,4958.89,5058.68,4936.23,4949.69,5033.85,,,,,,,,,,,,,,,,
899,,,,ATZP91,"∆ /Time=ERÅ/Min
",3730.279999999999,3875.6000000000004,3897.6800000000003,3865.119999999999,3699.699999999999,3640.4399999999987,3865.76,3907.34,3807.58,,,,,,,,,,,,,,,,
906,2019-03-04,TEOS,ME-ER,ATZP91,Pre,5041.73,4938.58,4949.63,4923.26,4965.93,5065.49,4945.03,4957.73,5041.19,3965.4399999999987,3701.8999999999996,3873.093333333333,3.437176387117294,96.31595091159622,Pass,74,Q19100023.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
907,,,,ATZP91,Post,3156.5,2974.1,2970.22,2952.18,3071.42,3214.54,2978.83,2975.01,3106.85,,,,,,,,,,,,,,,,
908,,,,ATZP91,"∆ /Time=ERÅ/Min
",3770.459999999999,3928.96,3958.8200000000006,3942.1600000000008,3789.0200000000004,3701.8999999999996,3932.3999999999996,3965.4399999999987,3868.6799999999994,,,,,,,,,,,,,,,,
915,2019-03-07,TEOS,ME-ER,ATZP91,Pre,3165.93,2983.92,2978.56,2958.13,3076.09,3221.3,2986.34,2982.86,3115.68,3917.8600000000006,3620.76,3814.3311111111107,3.941039606718475,100.98785031435546,Pass,1340/121,Q19100069.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
916,,,,ATZP91,Post,1301.3,1046.22,1029.17,1023.37,1217.47,1410.92,1055.45,1023.93,1196.49,,,,,,,,,,,,,,,,
917,,,,ATZP91,"∆ /Time=ERÅ/Min
",3729.2599999999998,3875.4,3898.7799999999997,3869.5200000000004,3717.2400000000002,3620.76,3861.78,3917.8600000000006,3838.3799999999997,,,,,,,,,,,,,,,,
924,2019-03-11,TEOS,ME-ER,ATZP91,Pre,6911.39,6874.94,6888.93,6843.16,6807.85,6871.49,6864.56,6908.57,6957.81,3954.039999999999,3692.959999999999,3860.9022222222225,3.414149339610305,94.17038305348277,Pass,74,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
925,,,,ATZP91,Post,5021.43,4913.83,4915.4,4885.05,4927.51,5025.01,4905.79,4931.55,5029.07,,,,,,,,,,,,,,,,
926,,,,ATZP91,"∆ /Time=ERÅ/Min
",3779.92,3922.2199999999993,3947.0600000000013,3916.2199999999993,3760.6800000000003,3692.959999999999,3917.540000000001,3954.039999999999,3857.4800000000014,,,,,,,,,,,,,,,,
933,2019-03-14,TEOS,ME-ER,ATZP91,Pre,5021.43,4913.83,4915.4,4885.05,4927.51,5025.01,4905.79,4931.55,5029.07,4052.1399999999994,3687.46,3893.968888888889,4.7118714145433795,110.04607585512284,Pass,121,Q19110109.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
934,,,,ATZP91,Post,3137.81,2954.78,2940.64,2916.07,3003.0,3181.28,2945.28,2949.92,3003.0,,,,,,,,,,,,,,,,
935,,,,ATZP91,"∆ /Time=ERÅ/Min
",3767.2400000000007,3918.0999999999995,3949.5199999999995,3937.96,3849.0200000000004,3687.46,3921.0199999999995,3963.26,4052.1399999999994,,,,,,,,,,,,,,,,
942,2019-03-18,TEOS,ME-ER,ATZP91,Pre,6959.52,6936.07,6959.36,6905.43,6842.86,6906.74,6921.74,6979.01,6913.47,3987.1800000000003,3717.76,3892.3488888888887,3.496717690209139,96.54825224266818,Pass,1428,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
943,,,,ATZP91,Post,5064.68,4964.33,4971.0,4925.88,4939.61,5047.86,4948.94,4985.42,4960.91,,,,,,,,,,,,,,,,
944,,,,ATZP91,"∆ /Time=ERÅ/Min
",3789.6800000000003,3943.4799999999996,3976.7199999999993,3959.1000000000004,3806.5,3717.76,3945.6000000000004,3987.1800000000003,3905.120000000001,,,,,,,,,,,,,,,,
954,2019-03-22,TEOS,ME-ER,ATZP91,Pre,5064.68,4964.33,4971.0,4925.88,4939.61,5047.86,4948.94,4985.42,4960.91,3959.08,3668.38,3851.6000000000004,3.8112294263096738,117.70309596606992,Pass,1428,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
955,,,,ATZP91,Post,3173.33,2995.97,2991.46,2956.62,3044.36,3199.86,2981.95,3006.16,3126.72,,,,,,,,,,,,,,,,
956,,,,ATZP91,"∆ /Time=ERÅ/Min
",3782.7000000000007,3936.7200000000003,3959.08,3938.5200000000004,3790.499999999999,3695.999999999999,3933.9799999999996,3958.5200000000004,3668.38,,,,,,,,,,,,,,,,
963,2019-03-25,TEOS,ME-ER,ATZP91,Pre,3185.74,3008.39,3003.78,2966.22,3053.3,3208.26,2993.3,3017.06,3135.22,3976.2,3719.1400000000003,3889.602222222222,3.3404631894107277,91.84368048181301,Pass,102,,,After Semi-Annual PM,3650.0,4450.0,3700.0,4100.0,7.0,6.5
964,,,,ATZP91,Post,1273.64,1030.39,1017.48,993.83,1158.23,1348.69,1024.05,1028.96,1192.79,,,,,,,,,,,,,,,,
965,,,,ATZP91,"∆ /Time=ERÅ/Min
",3824.1999999999994,3955.9999999999995,3972.6000000000004,3944.7799999999997,3790.1400000000003,3719.1400000000003,3938.5000000000005,3976.2,3884.8599999999997,,,,,,,,,,,,,,,,
972,2019-03-28,TEOS,ME-ER,ATZP91,Pre,6955.91,6914.94,6932.83,6887.4,6853.48,6929.08,6910.03,6945.56,6984.13,3916.3200000000015,3645.42,3822.253333333333,3.5825087876600015,97.8345424684026,Pass,121,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
973,,,,ATZP91,Post,5095.32,4974.83,4977.04,4943.42,4985.07,5106.37,4970.26,4987.4,5073.51,,,,,,,,,,,,,,,,
974,,,,ATZP91,"∆ /Time=ERÅ/Min
",3721.1800000000003,3880.2199999999993,3911.58,3887.959999999999,3736.8199999999997,3645.42,3879.539999999999,3916.3200000000015,3821.24,,,,,,,,,,,,,,,,
981,2019-04-01,TEOS,ME-ER,ATZP91,Pre,5095.32,4974.83,4977.04,4943.42,4985.07,5106.37,4970.26,4987.4,5073.51,3950.579999999999,3660.3999999999996,3853.6977777777774,3.8126496193656982,103.34393472498373,Pass,1340,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
982,,,,ATZP91,Post,3223.5,3021.11,3004.71,2977.85,3095.65,3276.17,3012.56,3012.11,3147.92,,,,,,,,,,,,,,,,
983,,,,ATZP91,"∆ /Time=ERÅ/Min
",3743.6399999999994,3907.4399999999996,3944.66,3931.1400000000003,3778.8399999999992,3660.3999999999996,3915.4000000000005,3950.579999999999,3851.1800000000003,,,,,,,,,,,,,,,,
990,2019-04-04,TEOS,ME-ER,ATZP91,Pre,3223.5,3021.11,3004.71,2977.85,3095.65,3276.17,3012.56,3012.11,3147.92,3903.2400000000002,3528.5200000000004,3783.3111111111116,5.042143449196419,122.49340068391353,Pass,1340,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
991,,,,ATZP91,Post,1337.31,1134.49,1053.09,1031.17,1212.43,1440.91,1077.43,1247.85,1212.0,,,,,,,,,,,,,,,,
992,,,,ATZP91,"∆ /Time=ERÅ/Min
",3772.38,3773.2400000000002,3903.2400000000002,3893.3599999999997,3766.44,3670.52,3870.2599999999998,3528.5200000000004,3871.84,,,,,,,,,,,,,,,,
999,2019-04-10,TEOS,ME-ER,ATZP91,Pre,7047.1,7013.85,7042.53,6996.14,6944.66,7005.13,7002.94,7061.08,7087.6,4010.959999999999,3649.620000000001,3898.4933333333342,4.71687522354702,119.77308796216164,Pass,1159,Q19150074.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1000,,,,ATZP91,Post,5153.9,5035.73,5045.49,5008.29,5029.77,5180.32,5022.65,5055.6,5126.06,,,,,,,,,,,,,,,,
1001,,,,ATZP91,"∆ /Time=ERÅ/Min
",3786.4000000000015,3956.2400000000016,3994.08,3975.7000000000007,3829.779999999999,3649.620000000001,3960.58,4010.959999999999,3923.08,,,,,,,,,,,,,,,,
1008,2019-04-13,TEOS,ME-ER,ATZP91,Pre,5162.29,5043.22,5052.78,5015.88,5037.63,5188.75,5030.34,5062.71,5133.9,4069.34,3767.1000000000004,3910.255555555556,3.8568533670901552,94.9282685914823,Pass,1159,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1009,,,,ATZP91,Post,3273.38,3075.52,3074.54,3050.66,3154.08,3154.08,3068.56,3078.86,3201.67,,,,,,,,,,,,,,,,
1010,,,,ATZP91,"∆ /Time=ERÅ/Min
",3777.8199999999997,3935.4000000000005,3956.4799999999996,3930.4400000000005,3767.1000000000004,4069.34,3923.5600000000004,3967.7,3864.459999999999,,,,,,,,,,,,,,,,
1020,2019-04-22,TEOS,ME-ER,ATZP91,Pre,3277.2,3176.7,3189.2,3181.2,3279.8,3272.8,3212.3,3230.0,3512.8,4252.2,3720.6000000000004,4088.777777777778,6.667670078266099,187.4231961216265,Pass,1159,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1021,,,,ATZP91,Post,1286.2,1057.2,1063.1,1068.6,1329.2,1243.8,1099.5,1132.4,1652.5,,,,,,,,,,,,,,,,
1022,,,,ATZP91,"∆ /Time=ERÅ/Min
",3981.9999999999995,4239.0,4252.2,4225.2,3901.2000000000003,4058.0000000000005,4225.6,4195.2,3720.6000000000004,,,,,,,,,,,,,,,,
1029,2019-04-26,TEOS,ME-ER,ATZP91,Pre,6971.21,6953.23,6970.1,6913.28,6831.42,6902.73,6925.35,6986.35,6998.53,3932.300000000001,3572.7999999999993,3824.1777777777775,4.790076081597871,120.23788938783491,Pass,74,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1030,,,,ATZP91,Post,5100.32,5003.17,5009.54,4967.39,4968.1,5116.33,4979.75,5020.2,5078.6,,,,,,,,,,,,,,,,
1031,,,,ATZP91,"∆ /Time=ERÅ/Min
",3741.7800000000007,3900.119999999999,3921.120000000001,3891.779999999999,3726.6399999999994,3572.7999999999993,3891.2000000000007,3932.300000000001,3839.8599999999988,,,,,,,,,,,,,,,,
1038,2019-04-30,TEOS,ME-ER,ATZP91,Pre,3264.0,3145.0,3153.0,3137.0,3252.0,3241.0,3173.0,3190.0,3457.0,4206.0,3864.0,4086.0,4.237918215613383,109.80892495603443,Pass,1340,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1039,,,,ATZP91,Post,1269.0,1069.0,1074.0,1073.0,1320.0,1240.0,1104.0,1122.0,1354.0,,,,,,,,,,,,,,,,
1040,,,,ATZP91,"∆ /Time=ERÅ/Min
",3990.0,4152.0,4158.0,4128.0,3864.0,4002.0,4138.0,4136.0,4206.0,,,,,,,,,,,,,,,,
1047,2019-05-03,TEOS,ME-ER,ATZP91,Pre,3264.0,3145.0,3153.0,3137.0,3252.0,3241.0,3173.0,3190.0,3457.0,4206.0,3864.0,4086.0,4.237918215613383,109.80892495603443,Pass,1340,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1048,,,,ATZP91,Post,1269.0,1069.0,1074.0,1073.0,1320.0,1240.0,1104.0,1122.0,1354.0,,,,,,,,,,,,,,,,
1049,,,,ATZP91,"∆ /Time=ERÅ/Min
",3990.0,4152.0,4158.0,4128.0,3864.0,4002.0,4138.0,4136.0,4206.0,,,,,,,,,,,,,,,,
1056,2019-05-10,TEOS,ME-ER,ATZP91,Pre,3264.0,3045.0,3153.0,3037.0,3152.0,3241.0,3073.0,3090.0,3157.0,4317.0,3908.18,4039.664444444444,4.970347153496946,122.72901400151005,Pass,102,Q19190127.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1057,,,,ATZP91,Post,1287.36,1019.48,994.5,993.6,1180.33,1227.54,1025.81,1135.91,1168.98,,,,,,,,,,,,,,,,
1058,,,,ATZP91,"∆ /Time=ERÅ/Min
",3953.28,4051.04,4317.0,4086.8,3943.34,4026.92,4094.38,3908.18,3976.04,,,,,,,,,,,,,,,,
1065,2019-05-17,TEOS,ME-ER,ATZP91,Pre,3264.0,3045.0,3153.0,3037.0,3152.0,3241.0,3073.0,3090.0,3157.0,4317.0,3908.18,4039.664444444444,4.970347153496946,122.72901400151005,Pass,102,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1066,,,,ATZP91,Post,1287.36,1019.48,994.5,993.6,1180.33,1227.54,1025.81,1135.91,1168.98,,,,,,,,,,,,,,,,
1067,,,,ATZP91,"∆ /Time=ERÅ/Min
",3953.28,4051.04,4317.0,4086.8,3943.34,4026.92,4094.38,3908.18,3976.04,,,,,,,,,,,,,,,,
1074,2019-05-20,TEOS,ME-ER,ATZP91,Pre,6985.07,6962.33,6987.82,6933.05,6861.1,6921.48,6943.73,6999.98,6999.98,3979.8599999999988,3581.9199999999983,3859.8933333333325,5.262517555390406,130.315989425707,Pass,74,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1075,,,,ATZP91,Post,5103.62,4994.48,5004.67,4961.87,4971.07,5130.52,4980.1,5010.05,5068.64,,,,,,,,,,,,,,,,
1076,,,,ATZP91,"∆ /Time=ERÅ/Min
",3762.8999999999996,3935.7000000000007,3966.2999999999993,3942.3600000000006,3780.0600000000013,3581.9199999999983,3927.2599999999984,3979.8599999999988,3862.6799999999985,,,,,,,,,,,,,,,,
1083,2019-05-23,TEOS,ME-ER,ATZP91,Pre,6987.53,6963.78,6987.83,6932.35,6857.25,6914.43,6941.6,6999.96,6999.96,3895.42,3494.1000000000004,3779.4022222222225,5.4309346209226,131.7478885767877,Pass,1340,Q19210079.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1084,,,,ATZP91,Post,5137.7,5033.97,5044.72,5002.07,5012.7,5167.38,5016.34,5052.25,5110.25,,,,,,,,,,,,,,,,
1085,,,,ATZP91,"∆ /Time=ERÅ/Min
",3699.66,3859.619999999999,3886.2199999999993,3860.5600000000013,3689.1000000000004,3494.1000000000004,3850.5200000000004,3895.42,3779.42,,,,,,,,,,,,,,,,
1092,2019-05-27,TEOS,ME-ER,ATZP91,Pre,6999.61,7000.0,6999.94,7000.0,6968.44,6999.99,7000.0,6999.76,6999.91,3918.2199999999993,3538.3199999999997,3773.96,5.09485632746555,132.47026534281298,Pass,1340,Q19220025.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1093,,,,ATZP91,Post,5184.35,5065.64,5075.12,5040.89,5075.37,5230.83,5054.16,5089.45,5169.02,,,,,,,,,,,,,,,,
1094,,,,ATZP91,"∆ /Time=ERÅ/Min
",3630.5199999999986,3868.7199999999993,3849.6399999999994,3918.2199999999993,3786.1399999999994,3538.3199999999997,3891.6800000000003,3820.620000000001,3661.779999999999,,,,,,,,,,,,,,,,
